Username,Rating,Date,Comment
Fernando Salazar,,"Reviewed in the United States on January 15, 2024","I have not turned off the mouse a single time, I dont know the specifics but looks like it is quite amazing for managing stand by.
About 10-12 hours of daily use and battery still going strong after 3 weeks, as I'm typing this. Logitech software states 160hours of battery, which I tought it was a complet LIE, but it actually isn't, cheers to them for that, I think it is parcially thanks to not having RGB on the mouse to waste battery.

It has basically 0 delay, it is even better than my previous WIRED g502 hero mouse, while being wireless.
For gaming, I use a claw grip on FPS games, it is supper comfy, and grippy. Full grip it also feels super natural.

TLDR; AMAZING battery and no delay at all. Just what I needed."
R. Benham,,"Reviewed in the United States on November 5, 2023","Haven't played pc in years and have been sitting on a high end PC for a year. The mouse it came with was atrocious and you could notice the low dpi, only moving pixel by pixel.

Growing up I've always steered towards logitech mice, I've tried many others, razor included but nothing compared to the ergonomic design of logitech mice.

This one is no different, it's lightweight and smooth as butter. Has more than enough programmable buttons all around your thumb for easy access. This mouse compared to the horrid ibuypower rgb one my pc came with is night and day.

My only issue is I always liked the mice with interchangeable weights that allow you to modify the weight of the mouse that suits your playstyle, while this is comfortable that's my only caviet.

The one I received had a kink in the cable close to where the hard wire meets the mouse which isn't causing an issue NOW but down the road may.

If you want a extremely precise, smooth and lightweight mouse for gaming, look no further. If you're like me and prefer an adjustable weighted mouse, maybe shop around.

All and all this mouse is extremely comfortable to use for extended periods of time. The ergonomics are on point and reduce wrist strain."
Joyce,,"Reviewed in the United States on April 21, 2024",Gaming great.
vespafive,,"Reviewed in the United States on October 18, 2022","Pros:
-New grips are actually improvement over the original
-Optical hybrid switches remedy the notorious double clicking issue that Logi mice tend to have
-Hero sensor is accurate
-Great PTFE feet
-The wired version is 89 grams and it feels way lighter than the OG G502
-The comfort in holding this thing with the balanced weight make for amazing control

Cons:
-The wired version comes with a FLIMSY rubber cable. I don't mind the cable being on a mouse bungee but it's so thin, I really don't know how well this cable will withstand the wear and tear. The cable is this mouse's Achilles Heel. Not because it's rubber, but because it's the flimsiest cable I've ever seen on a gaming mouse (especially for a mouse that's $79.99)
-For a wired mouse, this is not a very long mouse cable.
-Great for all genres of gaming, but 89 grams is still pretty heavy for games that require quick reaction time (at least for me).

Overall: It's a great mouse. I didn't like the OG G502 because it was so friggin' heavy (even without the weights). I could've opted for the wireless version but I wanted the lightest version of this mouse possible. So I got the wired version. My only concern is that this mouse cable is so flimsy that I don't know if it's going to endure the wear and tear. For now, I've got a mouse bungee to compensate for the cable dragging on the mouse pad.

Update 1: I returned the wired version and got a wireless version. It's 10 grams heavier but it's very difficult to tell.

Update 2: I re-purchased my 2nd copy (wired). So the wireless version is for productivity and the 89 gram wired one is for gaming. Although, for FPS games, I can only use this for specific classes (sniping or campy like classes)."
Kevin,,"Reviewed in the United States on March 1, 2024","The previous G502 was so bad cause of how the dead skin and human matter would stick to the mouse's textured side. I did not like those.

This one builds upon what made the old gen better, like ergonomics. Mine is a wired version. Therefore, I don't know about its battery lifetime. I can say with confidence that the wired option does not disappoint, and I look forward to using it for a few years."
Ted Peterson,,"Reviewed in the United States on April 7, 2024","I love this thing! I had an earlier version, but it was time to retire that one. This one works GREAT! I encourage anyone to get one who likes to game."
Jhimmy,,"Reviewed in the United States on April 27, 2024",Es bastante ligero. Me gustó bastante.
L. G.,,"Reviewed in the United States on March 22, 2024","Great product, I like wire mouse so I don't have to deal with batteries. I found it used at a good price , like all the other computer components (living on the edge). It's working great and I hope it continues that way."
Ashley Brown,,"Reviewed in the United States on April 14, 2024",The mouse is great for gaming.
Marcelo Torres,,"Reviewed in the United States on April 29, 2024","If you like mechanical keyboards it's perfect for you, but if you want the mouse to not make noise, dead."
AseAware,,"Reviewed in the United States on January 18, 2024","Don't even look at the price... I wholeheartedly promise this is the nicest/best mouse on the market. I've tested DOZENS of high-quality mice/meece and this thing takes the cake by a landslide. My previous mouse was the G502 and this thing is lightyears above it. The extra programmable buttons are next level when it comes to macros or gaming keys. The skates on the bottom are very high-quality and are still looking near perfect after almost a year of use. The Left and right tactile click is so satisfying doing literally anything.
I've gotten four friends to upgrade to this mouse and they all say the exact same thing. DO IT."
A.D.M.,,"Reviewed in the United States on March 9, 2024","I have been using the original G502 since it came out. I literally wore the rubber off the sides of it and replaced the skates multiple times. This new version is better in every way. Lighter, switches feel better, higher DPI, etc. And best of all it comes with a plate to cover and disable the ""sniper"" button. Love it - I'd give it ten stars if I could."
JORGE MARIN,,"Reviewed in the United States on April 9, 2024",Excelente diseño. Tamaño y peso ideales. Estoy muy contento con este mouse
Jeison presinal veloz,,"Reviewed in the United States on April 18, 2024",Muy cómodo el mouse
Maria J.,,"Reviewed in the United States on April 6, 2024","El mouse llegó en excelentes condiciones, y muy rápido! Me encanta! No tengo quejas sobre el producto, todo lo contrario. Me parece que hice una compra buena."
Kevin,,"Reviewed in the United States on April 1, 2024",I like this mouse. It feels great from a quality and ergonomic point of view. It has many buttons that you can use for different functions. It looks great as well with subtle RGB lighting.
maspogi,,"Reviewed in the United States on April 8, 2024","Very accurate mouse. I can’t use all the features because my server OS is out of date, but it works!"
Santiago d.,,"Reviewed in the United States on March 7, 2024","I had the wired g502 and this is nicely lighter. I added a talon games grip that looks cool. Only thing I don’t likke is the side buttons are more pointy, I liked the flat ones better but its a great mouse"
Dustin R Haynes,,"Reviewed in the United States on April 13, 2024",Features are great. Mouse moves smoothly on multiple surfaces. DPI is wild
royce,,"Reviewed in the United States on May 10, 2024","Hands down, this Gaming Mouse is worth every penny when it's on-sale."
juan p.,,"Reviewed in the United States on August 25, 2023","i will list the cons and pros about the mouse:

PROS
-this mouse is that it does not include RGB son you will save that battery that you might rather want
-VERY good looking
-very precise sensor
-lightweight
-amount of buttons that you can configure or even macro with the Logitech G-Hub
-VERY fast charge, with the included high quality usb-c cable (shame its not c to c but rather usb to type c)

Cons

- Button layout: i feel like this is the hardest thing to get used to, the buttons are easy to press by accident so you might end up giving accidental clicks all over the place.
- shape (although i love it i do know its not for everybody specially lefties)
-no RGB? if you are into that (im not specially on mouses because it demolishes battery duration)

overall definetly recomend this mouse, specially considering you will never suffer from double click that was the main problem for Logitech mouses."
